"","Parameter","If other","Unit","Type of infectious disease model","Mixing","Study","Pathogen","Variant/Strain","Host","Host type","Host breed","Host Age (group)","Host other characterics","Seeder / Inoculated vaccinated","Contact vaccinated","Vaccine","Value","Lower confidence/credible level","Upper confidence / credible level","Frequentist / Bayesian estimation","Estimation method","Remarks","Reference","doi","Filled in by:","ParameterType","Inoculated / Contact","Material","Test Type","study","Type of sample","Type of study","Time period","Country","Sampling purpose","Information level","Control pogramm in place","Type of programme","Coverage (regional/national)","Country status for the disease","Control plan type","Last updated","Link","Type","Table","Term","Explanation...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","Explanation...59","Denote major changes to the template in this sheet","...61","...62","Transmission Parameters","Latent/incubation","Pathogen Survival","Diagnostic","Within Herd prevalence","Regional Prevalence","Control Programme"
"1853","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"gentamicin","+ aac3IVa",NA,NA,NA,0.56,0.21,0.86,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"gentamicin","+ aac3IId",NA,NA,NA,0.09,0.3,0.93,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"gentamicin","aac3IV",NA,NA,NA,0.12,0,0.53,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"gentamicin","+ aac3IVa",NA,NA,NA,0.62,0.24,0.91,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"gentamicin","+ aac3IId",NA,NA,NA,0.67,0.3,0.93,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"kanamycin-paromomycin","aph3Ia",NA,NA,NA,1,0.4,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","aad1",NA,NA,NA,0.08,0.36,0.36,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","+ aad10",NA,NA,NA,0.15,0.02,0.45,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","+ aad12",NA,NA,NA,0.23,0.05,0.54,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","+ aad2",NA,NA,NA,0.38,0.14,0.68,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","aad1",NA,NA,NA,0.06,0,0.27,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","+ aad10",NA,NA,NA,0.11,0.01,0.35,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","+ aad12",NA,NA,NA,0.17,0.04,0.41,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"spectinomycin","+ aad2",NA,NA,NA,0.5,0.25,0.75,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"florfenicol","floR",NA,NA,NA,0.62,0.24,0.91,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"florfenicol","floR",NA,NA,NA,0.83,0.36,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"doxycycline","tet(A)",NA,NA,NA,0.46,0.31,0.63,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"doxycycline","+ tet(B)",NA,NA,NA,0.97,0.86,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"tetracycline","tet(A)",NA,NA,NA,0.47,0.31,0.62,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"tetracycline","+ tet(B)",NA,NA,NA,0.84,0.7,0.93,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"tetracycline","tet(A)",NA,NA,NA,0.48,0.32,0.64,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"tetracycline","+ tet(B)",NA,NA,NA,0.86,0.72,0.95,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"enrofloxacin","ParC PM",NA,NA,NA,0.22,0.06,0.48,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"enrofloxacin","+ GyrA PM",NA,NA,NA,0.5,0.26,0.74,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"enrofloxacin","+ qnrS1",NA,NA,NA,0.78,0.52,0.94,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"enrofloxacin","ParC PM",NA,NA,NA,0.24,0.07,0.5,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"enrofloxacin","+ GyrA PM",NA,NA,NA,0.53,0.28,0.77,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"enrofloxacin","+ qnrS1",NA,NA,NA,0.76,0.5,0.94,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"flumequine","ParC PM",NA,NA,NA,0.24,0.07,0.5,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"flumequine","+ GyrA PM",NA,NA,NA,0.53,0.28,0.77,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"flumequine","+ qnrS1",NA,NA,NA,0.82,0.57,0.96,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"flumequine","ParC PM",NA,NA,NA,0.36,0.11,0.69,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"flumequine","+ GyrA PM",NA,NA,NA,0.64,0.35,0.87,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"flumequine","+ qnrS1",NA,NA,NA,0.93,0.66,1,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"marbofloxacin","qnrS1",NA,NA,NA,0.25,0.09,0.49,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888","Sensitivity",NA,NA,NA,NA,NA,"E. coli",NA,"Pigs",NA,NA,"marbofloxacin","+ qnrS1 Mut",NA,NA,NA,0.2,0.06,0.44,NA,NA,"Here, nanopore sequencing was used on 94 field isolates to assess the predictive power, using the meta R package to determine sensitivity and specificity and associated credibility intervals of genotypes associated with virulence and AMR.","Vereecke et al., 2023","https://doi.org/10.3389/fmicb.2023.1139312","AA","DiagnosticTest",NA,NA,"Nanopore Sequencing","Experimental","Cultured Samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
