"parameter","if_other","unit","scale","study_type","pathogen","variant_strain","host","host_type","host_breed","host_age","host_other","inoculated_contact","vaccine","value","lower_cl","upper_cl","estimation_type","estimation_method","remarks","ref_short","year","ref","filled_by"
"Infectious period",NA,"days",NA,"Experimental Stable","Swine Influenza","H1N1: A/Sw/IA/00239/04 (IA04)","Pigs",NA,NA,NA,"vaccinated",NA,"heterologous vaccine",2.4,NA,NA,NA,NA,"In this study we assessed differences in transmission patterns and quantified the spread of a triple reassortant H1N1 influenza virus in naïve and vaccinated pig populations by estimating the reproduction ratio (R) of infection (i.e. the number of secondary infections caused by an infectious individual) using a deterministic Susceptible-Infectious-Recovered (SIR) model, fitted on experimental data. One hundred and ten pigs were distributed in ten isolated rooms as follows: (i) non-vaccinated (NV), (ii) vaccinated with a heterologous vaccine (HE), and (iii) vaccinated with a homologous inactivated vaccine (HO). The study was run with multiple replicates and for each replicate, an infected non-vaccinated pig was placed with 10 contact pigs for two weeks and transmission of influenza evaluated daily by analyzing individual nasal swabs by RT-PCR.","Romagosa et al., 2011",2011,"https://doi.org/10.1186/1297-9716-42-120","AA"
"Latent period",NA,"days",NA,"Experimental Field","Swine Influenza","H1huN2, H1avN1","Pigs",NA,NA,"39-56 days",NA,NA,NA,2.2,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Latent period",NA,"days",NA,"Experimental Field","Swine Influenza","H1avN1","Pigs",NA,NA,"38-64 days",NA,NA,NA,2.2,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Latent period",NA,"days",NA,"Experimental Field","Swine Influenza","H1avN1","Pigs",NA,NA,"106-127 days",NA,NA,NA,1.4,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Latent period",NA,"days",NA,"Experimental Field","Swine Influenza","H1avN1, H1huN2, rH1avN2","Pigs",NA,NA,"42-50 days",NA,NA,NA,1.4,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Latent period",NA,"days",NA,"Experimental Field","Swine Influenza","H1huN2","Pigs",NA,NA,"38-56 days",NA,NA,NA,5,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Infectious period",NA,"days",NA,"Experimental Field","Swine Influenza","H1huN2, H1avN1","Pigs",NA,NA,"39-56 days",NA,NA,NA,5.6,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Infectious period",NA,"days",NA,"Experimental Field","Swine Influenza","H1avN1","Pigs",NA,NA,"38-64 days",NA,NA,NA,7.5,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Infectious period",NA,"days",NA,"Experimental Field","Swine Influenza","H1avN1","Pigs",NA,NA,"106-127 days",NA,NA,NA,6,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
"Infectious period",NA,"days",NA,"Experimental Field","Swine Influenza","H1avN1, H1huN2, rH1avN2","Pigs",NA,NA,"42-50 days",NA,NA,NA,7.6,NA,NA,NA,NA,"The aims of this study were to characterize the epidemiology of recurrent swine influenza virus infections and identify their main determinants. A follow-up study was carried out in 3 selected farms known to be affected by repeated influenza infections. Three batches of pigs were followed within each farm from birth to slaughter through a representative sample of 40 piglets per batch. Piglets were monitored individually on a monthly basis for serology and clinical parameters. When a flu outbreak occurred, daily virological and clinical investigations were carried out for two weeks. Influenza outbreaks, confirmed by influenza A virus detection, were reported at least once in each batch. These outbreaks occurred at a constant age within farms and were correlated with an increased frequency of sneezing and coughing fits. H1N1 and H1N2 viruses from European enzootic subtypes and reassortants between viruses from these lineages were consecutively and sometimes simultaneously identified depending on the batch, suggesting virus co-circulations at the farm, batch and sometimes individual levels.","Rose et al., 2013",2013,"https://doi.org/10.1186/1297-9716-44-72","AA"
