"parameter","test_type","pathogen","host","host_type","host_breed","host_age","host_other","study_type","sample_type","value","lower_cl","upper_cl","remarks","ref","ref_status","ref_last_access","ref_short","year","filled_by","filled_date","value_original","parameter_type","id"
"Sensitivity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.44,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.44,"DiagnosticTest","DiagnosticTest*618"
"Sensitivity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.37,NA,NA,"Various","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.37,"DiagnosticTest","DiagnosticTest*619"
"Sensitivity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.16,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.16,"DiagnosticTest","DiagnosticTest*620"
"Sensitivity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.42,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.42,"DiagnosticTest","DiagnosticTest*621"
"Sensitivity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.22,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.22,"DiagnosticTest","DiagnosticTest*622"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,"2–5 years",NA,"Systematic Review","Serum",0.98,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.98,"DiagnosticTest","DiagnosticTest*623"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,"2–4 years",NA,"Systematic Review","Serum",1,NA,NA,"Various","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,1,"DiagnosticTest","DiagnosticTest*624"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,NA,NA,"Systematic Review","Serum",1,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,1,"DiagnosticTest","DiagnosticTest*625"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,NA,NA,"Systematic Review","Serum",1,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,1,"DiagnosticTest","DiagnosticTest*626"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,NA,NA,"Systematic Review","Serum",0.98,NA,NA,"Various","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.98,"DiagnosticTest","DiagnosticTest*627"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.99,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.99,"DiagnosticTest","DiagnosticTest*628"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.97,NA,NA,"Various","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.97,"DiagnosticTest","DiagnosticTest*629"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.98,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.98,"DiagnosticTest","DiagnosticTest*630"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.95,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.95,"DiagnosticTest","DiagnosticTest*631"
"Specificity","ELISA","Paratuberculosis","Sheep",NA,NA,">1 year",NA,"Systematic Review","Serum",0.99,NA,NA,"VRI316","10.1016/j.vetmic.2007.12.011","doi_invalid",2026-06-25,"Nielsen et al., 2008",2008,"Alistair Antonopoulos",2025-08-28,0.99,"DiagnosticTest","DiagnosticTest*632"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0.95,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.95,"DiagnosticTest","DiagnosticTest*633"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 seropositive animal","Systematic Review","Serum",0.889,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.889,"DiagnosticTest","DiagnosticTest*634"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">2 seropositive animals","Systematic Review","Serum",0.828,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.828,"DiagnosticTest","DiagnosticTest*635"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 seropositive animal","Systematic Review","Milk",0.919,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.919,"DiagnosticTest","DiagnosticTest*636"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">2 seropositive animals","Systematic Review","Milk",0.869,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.869,"DiagnosticTest","DiagnosticTest*637"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Serum",0.4,NA,NA,"sELISA","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.4,"DiagnosticTest","DiagnosticTest*638"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Serum",0.48,NA,NA,"sELISA","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.48,"DiagnosticTest","DiagnosticTest*639"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Serum",0.56,NA,NA,"sELISA","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.56,"DiagnosticTest","DiagnosticTest*640"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0.833,NA,NA,"sELISA (Paracheck, CSL)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.833,"DiagnosticTest","DiagnosticTest*641"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0.611,NA,NA,"sELISA (Paracheck, CSL)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.611,"DiagnosticTest","DiagnosticTest*642"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.833,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.833,"DiagnosticTest","DiagnosticTest*643"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.611,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.611,"DiagnosticTest","DiagnosticTest*644"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0.704,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.704,"DiagnosticTest","DiagnosticTest*645"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.59,NA,NA,"mELISA (Parachek2, Prionics)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.59,"DiagnosticTest","DiagnosticTest*646"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.56,NA,NA,"mELISA (IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.56,"DiagnosticTest","DiagnosticTest*647"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.63,NA,NA,"mELISA (IDVet)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.63,"DiagnosticTest","DiagnosticTest*648"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0,"DiagnosticTest","DiagnosticTest*649"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 seropositive animal","Systematic Review","Serum",0.428,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.428,"DiagnosticTest","DiagnosticTest*650"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">2 seropositive animals","Systematic Review","Serum",0.795,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.795,"DiagnosticTest","DiagnosticTest*651"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 seropositive animal","Systematic Review","Milk",0.655,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.655,"DiagnosticTest","DiagnosticTest*652"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">2 seropositive animals","Systematic Review","Milk",0.944,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.944,"DiagnosticTest","DiagnosticTest*653"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Serum",0.69,NA,NA,"sELISA (Not specified)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.69,"DiagnosticTest","DiagnosticTest*654"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Serum",0.69,NA,NA,"sELISA (Not specified)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.69,"DiagnosticTest","DiagnosticTest*655"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Serum",0.69,NA,NA,"sELISA (Not specified)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.69,"DiagnosticTest","DiagnosticTest*656"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0,NA,NA,"sELISA (Paracheck, CSL)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0,"DiagnosticTest","DiagnosticTest*657"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0,NA,NA,"sELISA (Paracheck, CSL)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0,"DiagnosticTest","DiagnosticTest*658"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0,"DiagnosticTest","DiagnosticTest*659"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0,NA,NA,"mELISA (Antel Biosystems)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0,"DiagnosticTest","DiagnosticTest*660"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Serum",0.833,NA,NA,"sELISA (HerdChek, IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.833,"DiagnosticTest","DiagnosticTest*661"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.8,NA,NA,"mELISA (Parachek2, Prionics)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.8,"DiagnosticTest","DiagnosticTest*662"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.96,NA,NA,"mELISA (IDEXX)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.96,"DiagnosticTest","DiagnosticTest*663"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,">1 positive faecal culture","Systematic Review","Milk",0.92,NA,NA,"mELISA (IDVet)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.92,"DiagnosticTest","DiagnosticTest*664"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.97,NA,NA,"BMT ELISA (non-commercial adapted ELISA)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.97,"DiagnosticTest","DiagnosticTest*665"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.56,NA,NA,"BMT ELISA (non-commercial adapted ELISA)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.56,"DiagnosticTest","DiagnosticTest*666"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.301,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.301,"DiagnosticTest","DiagnosticTest*667"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.13,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.13,"DiagnosticTest","DiagnosticTest*668"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.086,NA,NA,"Empty Cell","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.086,"DiagnosticTest","DiagnosticTest*669"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.17,NA,NA,"BMT ELISA (Prionics)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.17,"DiagnosticTest","DiagnosticTest*670"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.086,NA,NA,"BMT ELISA (Prionics)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.086,"DiagnosticTest","DiagnosticTest*671"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.17,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.17,"DiagnosticTest","DiagnosticTest*672"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.28,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.28,"DiagnosticTest","DiagnosticTest*673"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.39,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.39,"DiagnosticTest","DiagnosticTest*674"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.85,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.85,"DiagnosticTest","DiagnosticTest*675"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.761,NA,NA,"BMT ELISA (IDEXX/Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.761,"DiagnosticTest","DiagnosticTest*676"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.789,NA,NA,"BMT ELISA (Parachek 2, Prionics)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.789,"DiagnosticTest","DiagnosticTest*677"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.16,NA,NA,"BMT ELISA (IDEXX/Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.16,"DiagnosticTest","DiagnosticTest*678"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.33,NA,NA,"BMT ELISA (IDEXX/Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.33,"DiagnosticTest","DiagnosticTest*679"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.53,NA,NA,"BMT ELISA (IDEXX/Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.53,"DiagnosticTest","DiagnosticTest*680"
"Sensitivity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.08,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.08,"DiagnosticTest","DiagnosticTest*681"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.83,NA,NA,"Test evaluated","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.83,"DiagnosticTest","DiagnosticTest*682"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",1,NA,NA,"BMT ELISA (non-commercial adapted ELISA)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,1,"DiagnosticTest","DiagnosticTest*683"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.99,NA,NA,"BMT ELISA (non-commercial adapted ELISA)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.99,"DiagnosticTest","DiagnosticTest*684"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.99,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.99,"DiagnosticTest","DiagnosticTest*685"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.96,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.96,"DiagnosticTest","DiagnosticTest*686"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.96,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.96,"DiagnosticTest","DiagnosticTest*687"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",1,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,1,"DiagnosticTest","DiagnosticTest*688"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",1,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,1,"DiagnosticTest","DiagnosticTest*689"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.705,NA,NA,"BMT ELISA (Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.705,"DiagnosticTest","DiagnosticTest*690"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.53,NA,NA,"BMT ELISA (IDEXX/Pourquier)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.53,"DiagnosticTest","DiagnosticTest*691"
"Specificity","ELISA","Paratuberculosis","Cattle",NA,NA,NA,NA,"Systematic Review","Milk",0.95,NA,NA,"BMT ELISA (Parachek 2, Prionics)","10.1016/j.tvjl.2022.105786","doi_invalid",2026-06-25,"Field et al., 2022",2022,"Alistair Antonopoulos",2025-08-28,0.95,"DiagnosticTest","DiagnosticTest*692"
